text,processed_text,label
"Burglar defence guidelines issued

Householders who injure or even kill intruders are unlikely to be prosecuted - providing they were acting ""honestly and instinctively"", new guidelines say.

The law also protects those who use ""something to hand"" as a weapon. The leaflet, published by police and prosecutors, aims to combat confusion about current legislation, which lets people use ""reasonable force"". The guidance, relating to England and Wales, follows a recent decision by ministers not to change the law. Doing what you ""honestly and instinctively"" believed was necessary would be the strongest evidence of acting lawfully, the guidance said.

And the law protects those who use ""something to hand"" as a weapon, said the leaflet published jointly by the Crown Prosecution Service (CPS) and Association of Chief Police Officers (ACPO).

As a general rule, the more extreme the circumstances and fear felt, the more force can be used lawfully in self-defence, it said, adding that householders do not have to wait to be attacked before defending themselves. But knocking someone unconscious then killing them or hurting them further, or setting a trap for an intruder without involving the police were given as examples of ""excessive and gratuitous"" force. The Tories have called for a change in the law so householders are only prosecuted if they use ""grossly disproportionate"" force. Their demands have been backed by former Metropolitan Police Commissioner Sir John Stevens. Tory frontbencher Patrick Mercer is now pursuing the proposal through a private member's bill in Parliament.

The government instead mounted a publicity campaign to clear up public uncertainty after a review concluded no law change was necessary. Home Secretary Charles Clarke said: ""I believe in that old adage 'an Englishman's home is his castle'. That's exactly what should be the case and I believe the current law provides that."" An ""informal trawl"" of CPS records found 11 people had been prosecuted after attacking intruders in the past 15 years, five of whom were convicted. They included a man who laid in wait for a burglar on commercial premises in Cheshire, before beating him up, throwing him into a pit and setting him on fire.

A CPS spokesperson said the figures were not definitive because prosecutions are not listed according to whether they were committed by a householder on an intruder. In one of Britain's highest profile cases, Norfolk farmer Tony Martin was jailed for life for murdering 16-year-old burglar Fred Barras, in 1999. The conviction was later reduced to manslaughter on appeal and the sentence cut to five years. Mr Martin was freed from prison in July 2003. The guidance published on Tuesday, said the police had a duty to investigate all incidents involving a death or injury. In cases involving householders attacking intruders prosecutors and police were ""determined"" they would be dealt with ""as swiftly and as sympathetically as possible"", it said.
",burglar defence guideline issued householder injure even kill intruder unlikely prosecuted providing acting honestly instinctively new guideline say law also protects use something hand weapon leaflet published police prosecutor aim combat confusion current legislation let people use reasonable force guidance relating england wale follows recent decision minister change law honestly instinctively believed necessary would strongest evidence acting lawfully guidance said law protects use something hand weapon said leaflet published jointly crown prosecution service cps association chief police officer acpo general rule extreme circumstance fear felt force used lawfully selfdefence said adding householder wait attacked defending knocking someone unconscious killing hurting setting trap intruder without involving police given example excessive gratuitous force tory called change law householder prosecuted use grossly disproportionate force demand backed former metropolitan police commissioner sir john stevens tory frontbencher patrick mercer pursuing proposal private member bill parliament government instead mounted publicity campaign clear public uncertainty review concluded law change necessary home secretary charles clarke said believe old adage englishman home castle thats exactly case believe current law provides informal trawl cps record found people prosecuted attacking intruder past year five convicted included man laid wait burglar commercial premise cheshire beating throwing pit setting fire cps spokesperson said figure definitive prosecution listed according whether committed householder intruder one britain highest profile case norfolk farmer tony martin jailed life murdering yearold burglar fred barras conviction later reduced manslaughter appeal sentence cut five year mr martin freed prison july guidance published tuesday said police duty investigate incident involving death injury case involving householder attacking intruder prosecutor police determined would dealt swiftly sympathetically possible said,politics
"Woolf murder sentence rethink

Plans to give murderers lighter sentences if they plead guilty have been watered down.

There was an outcry three months ago when the Sentencing Guidelines Council - led by Lord Woolf - published its proposals for England and Wales. It had suggested judges should reduce sentences by a third for murderers who confessed at the earliest opportunity. But that has now been changed to one-sixth, with no reduction for those killers given a ""whole life tariff"". At the time Lord Woolf, the Lord Chief Justice, had said the one third reduction would only be in extraordinary circumstances - for example, if people gave themselves up before their crime had even been detected. The guidelines were to recognise the need to spare victims and witnesses the trauma of going to court where possible, by allowing lighter sentences for guilty pleas and co-operation, he said.

But director of the Victims of Crime Trust, Norman Brennan, accused Lord Woolf of having an ""arrogant contempt for victims of crime and the law-abiding public"". The National Association of Probation Officers said the move would be ""political suicide"". In revised proposals from the Sentencing Guidelines Council (SGC), the section on murder said possible reductions would have to be ""weighed carefully"" by a judge so they did not lead to ""an inappropriately short sentence"". Where it was appropriate to reduce the minimum term having regard to a plea of guilty, the maximum reduction would be one sixth, and should never exceed five years, it said.

In a statement issued on Wednesday Lord Woolf said: ""I have no doubt that being able to call on the diverse backgrounds and experiences of all those that serve on the SGC has vastly improved the final guidelines. ""I am confident, as a result, that judges will be better placed to deliver sentences which are effective both as punishments and deterrents to offending and reoffending."" Director of Public Prosecutions, Ken Macdonald QC, who sits on the SGC, said the principle of discounting sentences to offenders for early guilty pleas is set down by parliament. ""What the new guideline on reduced sentences for guilty pleas does is increase the chances of convicting the guilty by bringing clarity to this process. ""It represents a tougher regime than existed previously, because the discount is automatically reduced if a guilty plea is not made at the first available opportunity,"" he said.
",woolf murder sentence rethink plan give murderer lighter sentence plead guilty watered outcry three month ago sentencing guideline council led lord woolf published proposal england wale suggested judge reduce sentence third murderer confessed earliest opportunity changed onesixth reduction killer given whole life tariff time lord woolf lord chief justice said one third reduction would extraordinary circumstance example people gave crime even detected guideline recognise need spare victim witness trauma going court possible allowing lighter sentence guilty plea cooperation said director victim crime trust norman brennan accused lord woolf arrogant contempt victim crime lawabiding public national association probation officer said move would political suicide revised proposal sentencing guideline council sgc section murder said possible reduction would weighed carefully judge lead inappropriately short sentence appropriate reduce minimum term regard plea guilty maximum reduction would one sixth never exceed five year said statement issued wednesday lord woolf said doubt able call diverse background experience serve sgc vastly improved final guideline confident result judge better placed deliver sentence effective punishment deterrent offending reoffending director public prosecution ken macdonald qc sits sgc said principle discounting sentence offender early guilty plea set parliament new guideline reduced sentence guilty plea increase chance convicting guilty bringing clarity process represents tougher regime existed previously discount automatically reduced guilty plea made first available opportunity said,politics
"Probe launched on Ken Nazi jibe

An investigation by the Standards Board is under way following allegations that Ken Livingstone has brought his office into disrepute.

The probe follows the London mayor's comments to a Jewish journalist comparing him to a concentration camp guard, after a party about a week ago. The local government watchdog also said the allegation related to a failure to respect others. It has the power to suspend or bar Labour's Mr Livingstone from office. A complaint was made to the body by the Board of Deputies of British Jews and the Commission for Racial Equality.

Speaking after the investigation was announced Bob Neill, leader of the London Assembly Conservatives, said: ""He has behaved in a manner unbecoming of his office and in so doing, has shown extraordinarily poor civic leadership. ""His administration is now in crisis."" On Sunday, Deputy Mayor Nicky Gavron told the BBC's Politics Show she believed the Mayor of London would say sorry on Tuesday for offending the wider Jewish community. The Prime Minister Tony Blair is among those who have called for an apology but so far the mayor has refused.

The mayor accused Oliver Finegold, of the Evening Standard newspaper, of ""doorstepping"" him at a ""predominately gay event"" held for MP Chris Smith. Ms Gavron said she thought Mr Livingstone's comments were ""inappropriate"" but she did not believe the mayor was anti-Semitic. She said: ""I work very closely with Ken so I can speak of what he's like in his guarded and unguarded moments and... he is in no way anti-Jewish, I wouldn't for a moment work with him if he were. ""On the other hand, I think his remarks were inappropriate and I believe it is important, and I believe he will, come to the point where he says, 'I regret that I have caused offence to the wider Jewish community'. ""I hope he will do it soon and it is mooted that he is going to make some sort of statement on Tuesday.""
",probe launched ken nazi jibe investigation standard board way following allegation ken livingstone brought office disrepute probe follows london mayor comment jewish journalist comparing concentration camp guard party week ago local government watchdog also said allegation related failure respect others power suspend bar labour mr livingstone office complaint made body board deputy british jew commission racial equality speaking investigation announced bob neill leader london assembly conservative said behaved manner unbecoming office shown extraordinarily poor civic leadership administration crisis sunday deputy mayor nicky gavron told bbcs politics show believed mayor london would say sorry tuesday offending wider jewish community prime minister tony blair among called apology far mayor refused mayor accused oliver finegold evening standard newspaper doorstepping predominately gay event held mp chris smith m gavron said thought mr livingstone comment inappropriate believe mayor antisemitic said work closely ken speak he like guarded unguarded moment way antijewish wouldnt moment work hand think remark inappropriate believe important believe come point say regret caused offence wider jewish community hope soon mooted going make sort statement tuesday,politics
"'Few ready' for information act

Thousands of public bodies are ill-prepared for the Freedom of Information Act, due to come into force next month, because of government failures, say MPs.

From next month anyone will have the power to demand information from a range of public bodies - from Whitehall departments to doctors' surgeries. But an all-party committee said it was ""not confident"" many would be ready. It blamed the Department for Constitutional Affairs for a ""lack of consistent leadership"".

The Act comes into effect in England, Wales and Northern Ireland, on 1 January while similar measures are being brought in at the same time in Scotland. It provides the public with a right of access to information held by about 100,000 public bodies, subject to various exemptions.

But the government department responsible for implementing the change suffered from an ""unusually high turnover"" of staff within the department, which had ""seriously interfered"" with its work, said the Constitutional Affairs Select Committee. It said, despite four years of preparations, some local authorities and parts of the health sector were still not ready. The DCA had ""failed"" to provide early guidance on technical matters and shown a ""lack of consistent leadership"", the MPs found. Committee chairman Alan Beith said: ""The DCA has had four years to prepare for freedom of information, but with less than a month to go it appears that some bodies may not be well enough prepared. ""Our report shows that in the past support and guidance from the DCA, which has overall responsibility for guiding the public sector through the process of implementation for the freedom of information regime, has been lacking."" A spokesman for the DCA said: ""The DCA has provided - and will continue to provide - strong, clear leadership. ""It has delivered a simple, liberal fees regime, guidance on the Act which has been widely praised, and expert networks of staff working on freedom of information implementation.""
",ready information act thousand public body illprepared freedom information act due come force next month government failure say mp next month anyone power demand information range public body whitehall department doctor surgery allparty committee said confident many would ready blamed department constitutional affair lack consistent leadership act come effect england wale northern ireland january similar measure brought time scotland provides public right access information held public body subject various exemption government department responsible implementing change suffered unusually high turnover staff within department seriously interfered work said constitutional affair select committee said despite four year preparation local authority part health sector still ready dca failed provide early guidance technical matter shown lack consistent leadership mp found committee chairman alan beith said dca four year prepare freedom information less month go appears body may well enough prepared report show past support guidance dca overall responsibility guiding public sector process implementation freedom information regime lacking spokesman dca said dca provided continue provide strong clear leadership delivered simple liberal fee regime guidance act widely praised expert network staff working freedom information implementation,politics
"Blunkett unveils policing plans

People could be given the mobile phone number of their local bobby under an overhaul of policing in England and Wales unveiled by David Blunkett.

The plans include a dedicated policing team for each neighbourhood and a 10 point compulsory customer charter. The home secretary said targets would be put in place to ensure that the public got a good response from police. Local people would also be able to ""trigger"" action on specific problems if they felt nothing was being done. Local councillors would have to show certain conditions had been met before invoking the power. And police could refuse the request if the complaints were frivolous, would only cause annoyance or would pose too heavy a burden on resources.

Mr Blunkett said a new three digit number would be created for non-emergency phone calls to police. The best performing police services would get more cash and extra freedoms, he said, but he would not shirk from stepping in where the public was being failed. The home secretary's powers to suspend or sack chief constables are being reviewed after Mr Blunkett's battle with Humberside chief David Westwood over intelligence failures on Soham murderer Ian Huntley.

Opposition parties also want more local policing to tackle nuisance behaviour and other crime but they accuse ministers of tying the police up with paperwork. Tory spokesman David Davis said the proposals were ""little more than a taxpayer-funded PR exercise"" ahead of a general election predicted for next May.

Police forces were already ""buried"" under existing government initiatives and there was little in the latest plans to reassure them,"" said Mr Davis. Earlier Lib Dem home affairs spokesman Mark Oaten said the government was right to want to increase the links between local people and the police. ""But these measures will only work if they're matched with a cut in the amount of paperwork - and investment in modern equipment to keep the police out on the streets.""

Before delivering a statement to MPs, Mr Blunkett was joined by Tony Blair at Welling School, in south east London, which is at the heart of a community policing initiative. Mr Blunkett said he wanted ""to go back to a time when I was very young, when you expected the police to be part of the community and the community to be part of policing and where people were joined together in partnership making it work"". The prime minister said the law-abiding citizen should be in charge of the community and ""not the minority who want to cause trouble"".

Mr Blunkett already boasts about producing record police numbers. He has also started to recruit 25,000 Community Support Officers (CSOs) and the new plans would allow all police forces to give them the power to detain suspects. An extra Â£50m was promised on Tuesday so 2,000 new CSOs can be recruited now rather than next year. Within two years, every force will be expected to keep to a ""coppers' contract"" on what kind of service the public can expect. A Mori poll this summer suggested policing, unlike health and education, was the one major public service where people were less satisfied the more contact they had with it. The plans also include the idea of allowing people join police forces at different levels rather than the traditional way of making everybody spend specific amounts of time as a constable before being promoted. There will also be ""specific exercises"" to encourage black and Asian people to join the police at senior ranks.
",blunkett unveils policing plan people could given mobile phone number local bobby overhaul policing england wale unveiled david blunkett plan include dedicated policing team neighbourhood point compulsory customer charter home secretary said target would put place ensure public got good response police local people would also able trigger action specific problem felt nothing done local councillor would show certain condition met invoking power police could refuse request complaint frivolous would cause annoyance would pose heavy burden resource mr blunkett said new three digit number would created nonemergency phone call police best performing police service would get cash extra freedom said would shirk stepping public failed home secretary power suspend sack chief constable reviewed mr blunketts battle humberside chief david westwood intelligence failure soham murderer ian huntley opposition party also want local policing tackle nuisance behaviour crime accuse minister tying police paperwork tory spokesman david davis said proposal little taxpayerfunded pr exercise ahead general election predicted next may police force already buried existing government initiative little latest plan reassure said mr davis earlier lib dem home affair spokesman mark oaten said government right want increase link local people police measure work theyre matched cut amount paperwork investment modern equipment keep police street delivering statement mp mr blunkett joined tony blair welling school south east london heart community policing initiative mr blunkett said wanted go back time young expected police part community community part policing people joined together partnership making work prime minister said lawabiding citizen charge community minority want cause trouble mr blunkett already boast producing record police number also started recruit community support officer csos new plan would allow police force give power detain suspect extra â£m promised tuesday new csos recruited rather next year within two year every force expected keep copper contract kind service public expect mori poll summer suggested policing unlike health education one major public service people less satisfied contact plan also include idea allowing people join police force different level rather traditional way making everybody spend specific amount time constable promoted also specific exercise encourage black asian people join police senior rank,politics
"Lib Dems' new election PR chief

The Lib Dems have appointed a senior figure from BT to be the party's new communications chief for their next general election effort.

Sandy Walkington will now work with senior figures such as Matthew Taylor on completing the party manifesto. Party chief executive Lord Rennard said the appointment was a ""significant strengthening of the Lib Dem team"". Mr Walkington said he wanted the party to be ready for any ""mischief"" rivals or the media tried to throw at it.

""My role will be to ensure this new public profile is effectively communicated at all levels,"" he said. ""I also know the party will be put under scrutiny in the media and from the other parties as never before - and we will need to show ourselves ready and prepared to counter the mischief and misrepresentation that all too often comes from the party's opponents. ""The party is already demonstrating on every issue that it is the effective opposition."" Mr Walkington's new job title is director of general election communications.
",lib dems new election pr chief lib dems appointed senior figure bt party new communication chief next general election effort sandy walkington work senior figure matthew taylor completing party manifesto party chief executive lord rennard said appointment significant strengthening lib dem team mr walkington said wanted party ready mischief rival medium tried throw role ensure new public profile effectively communicated level said also know party put scrutiny medium party never need show ready prepared counter mischief misrepresentation often come party opponent party already demonstrating every issue effective opposition mr walkingtons new job title director general election communication,politics
"Jack Cunningham to stand down

Veteran Labour MP and former Cabinet minister Jack Cunningham has said he will stand down at the next election.

One of the few Blair-era ministers to serve under Jim Callaghan, he was given the agriculture portfolio when Labour regained power in 1997. Mr Cunningham went on to become Tony Blair's ""cabinet enforcer"". He has represented the constituency now known as Copeland since 1970. Mr Blair said he was a ""huge figure"" in Labour and a ""valued, personal friend"".

During Labour's long period in opposition, Mr Cunningham held a number of shadow roles including foreign affairs, the environment and as trade spokesman. As agriculture minister he caused controversy when he decided to ban beef on the bone in the wake of fears over BSE. He quit the government in 1999 and in recent years has served as the chairman of the all-party committee on Lords reform and has been a loyal supporter of the government from the backbenches.
",jack cunningham stand veteran labour mp former cabinet minister jack cunningham said stand next election one blairera minister serve jim callaghan given agriculture portfolio labour regained power mr cunningham went become tony blair cabinet enforcer represented constituency known copeland since mr blair said huge figure labour valued personal friend labour long period opposition mr cunningham held number shadow role including foreign affair environment trade spokesman agriculture minister caused controversy decided ban beef bone wake fear bse quit government recent year served chairman allparty committee lord reform loyal supporter government backbench,politics
"Kilroy unveils immigration policy

Ex-chatshow host Robert Kilroy-Silk has attacked UK policy on immigration saying Britain's open door approach is hitting low wage ""indigenous"" workers.

The Veritas leader said the only people to benefit from immigrants from places like Poland were employers, landlords, members of the 'metropolitan elite'. The MEP said his party would only admit foreigners who were required because they had specific skills to offer. And he argued asylum cost Â£2bn a year for 14,000 successful applicants.

Mr Kilroy-Silk said that worked out at Â£143,000 per successful asylum seeker. He said Veritas wanted to grant an amnesty for all those in Britain claiming asylum and who have children and deport everyone else. Britain should take its fair share of asylum seekers under the United Nations Convention on Human Rights, he argued. And Mr Kilroy-Silk said he wanted to spend an extra Â£500m a year to help provide for refugees abroad.
",kilroy unveils immigration policy exchatshow host robert kilroysilk attacked uk policy immigration saying britain open door approach hitting low wage indigenous worker veritas leader said people benefit immigrant place like poland employer landlord member metropolitan elite mep said party would admit foreigner required specific skill offer argued asylum cost â£bn year successful applicant mr kilroysilk said worked â£ per successful asylum seeker said veritas wanted grant amnesty britain claiming asylum child deport everyone else britain take fair share asylum seeker united nation convention human right argued mr kilroysilk said wanted spend extra â£m year help provide refugee abroad,politics
"Regiments' group in poll move

A regiments' campaign group is to target nine marginal Labour seats at the General Election.

Save the Scottish Regiments will also field a candidate against Armed Forces Minister Adam Ingram in East Kilbride. The group, which is unhappy at defence merger plans, is endorsing opposition candidates in nine seats. The marginals are Aberdeen South, Dumfriesshire, Dundee East and West, South West Edinburgh, Ochil, Stirling, East Renfrewshire and Western Isles. The campaigners unveiled a huge poster featuring Black Watch soldiers fighting the war in Iraq before they announced their election plans.

Former Scots Guardsman Allan Hendry will challenge Mr Ingram. The group said it is well organised, with 350 volunteers, and will be announcing at least one other candidate later. It added that it can only be stopped from inflicting serious damage on Labour if the government reverses its plan to merge the six Scottish regiments.

Scotland's only Conservative MP Peter Duncan said the Save the Scottish Regiments had done a ""superb job"" in fighting against defence cuts. He added: ""Their actions have reflected the pride that most people in this country have in our troops, and have shown a steely determination to make Labour pay for their betrayal. ""I have been honoured to speak at their rallies throughout Scotland."" Scottish National Party leader Alex Salmond said it had received a ""big boost"" from the campaign's decision to endorse SNP candidates in four marginal seats.

""Labour's arrogance has been their undoing. In trying to get rid of Scotland's historic regiments, Labour MPs will end up being scrapped themselves,"" he said. However, Labour MP George Foulkes said the campaigners would not make any difference to the outcome of the election and would not win the argument. ""A serving soldier knows that what Labour is proposing is right,"" he said. As well as their election move, Save the Scottish Regiments will join other campaigners at a rally in London in the spring. Defence Secretary Geoff Hoon announced last year that Scotland's regiments would be combined into a single unit. The move was part of overall Army reforms.
",regiment group poll move regiment campaign group target nine marginal labour seat general election save scottish regiment also field candidate armed force minister adam ingram east kilbride group unhappy defence merger plan endorsing opposition candidate nine seat marginals aberdeen south dumfriesshire dundee east west south west edinburgh ochil stirling east renfrewshire western isle campaigner unveiled huge poster featuring black watch soldier fighting war iraq announced election plan former scot guardsman allan hendry challenge mr ingram group said well organised volunteer announcing least one candidate later added stopped inflicting serious damage labour government revers plan merge six scottish regiment scotland conservative mp peter duncan said save scottish regiment done superb job fighting defence cut added action reflected pride people country troop shown steely determination make labour pay betrayal honoured speak rally throughout scotland scottish national party leader alex salmond said received big boost campaign decision endorse snp candidate four marginal seat labour arrogance undoing trying get rid scotland historic regiment labour mp end scrapped said however labour mp george foulkes said campaigner would make difference outcome election would win argument serving soldier know labour proposing right said well election move save scottish regiment join campaigner rally london spring defence secretary geoff hoon announced last year scotland regiment would combined single unit move part overall army reform,politics
"Row over 'police' power for CSOs

The Police Federation has said it strongly opposes giving Community Support Officers (CSOs) the power to detain suspects for up to 30 minutes.

The powers - piloted in six areas - were extended to all police forces in England and Wales on Thursday. The federation said CSOs do not have the experience, training and safety equipment to deal with ""potentially confrontational"" situations. But the government said the move would help police ""build safe communities"". Police Federation chairman Jan Berry said civilian officers should act as ""eyes and ears"" for the police.

""They should not be placed in potentially confrontational situations - which detaining someone clearly is,"" she said. CSOs can now use reasonable force to detain suspects for up to 30 minutes while they wait for police officers to arrive. The powers will be granted by chief constables of local forces. Ms Berry said this ""dramatically changes"" their original purpose - to be a visible presence combating low-level crime and anti-social behaviour. She said more powers would mean more paperwork and less time on the street.

But Home Office minister Hazel Blears defended the move saying it would give the civilian officers ""just that little bit of edge"". She denied their role was changing and said the new powers would not take them away from the streets.

""The powers that we are bringing in are things that they need to do when they are out patrolling,"" she said. The Home Office has produced its own report on CSOs which it describes as ""encouraging"". Ms Blears said the study shows CSOs are ""making a real difference"" in the fight against crime. But the report also showed that the public is having difficulties distinguishing between a civilian officer and a proper officer.

Shadow home secretary David Davis said the research appeared to acknowledge that CSOs were having no discernible effect on crime figures.

""While the answer is a lot more real police, the government wants to recruit 25,000 people who can't arrest anyone,"" he said. BBC home affairs correspondent Danny Shaw said the research is inconclusive. There are about 3,500 CSOs in England and Wales but the government intends to have 25,000 on the streets by 2008 at a cost of Â£50m. They already have powers to hand out fines for a wide range of offences. The Serious Organised Crime and Police Bill proposes extra powers to search suspects, enforce licensing offences, direct traffic and deter begging.
",row police power csos police federation said strongly opposes giving community support officer csos power detain suspect minute power piloted six area extended police force england wale thursday federation said csos experience training safety equipment deal potentially confrontational situation government said move would help police build safe community police federation chairman jan berry said civilian officer act eye ear police placed potentially confrontational situation detaining someone clearly said csos use reasonable force detain suspect minute wait police officer arrive power granted chief constable local force m berry said dramatically change original purpose visible presence combating lowlevel crime antisocial behaviour said power would mean paperwork less time street home office minister hazel blears defended move saying would give civilian officer little bit edge denied role changing said new power would take away street power bringing thing need patrolling said home office produced report csos describes encouraging m blears said study show csos making real difference fight crime report also showed public difficulty distinguishing civilian officer proper officer shadow home secretary david davis said research appeared acknowledge csos discernible effect crime figure answer lot real police government want recruit people cant arrest anyone said bbc home affair correspondent danny shaw said research inconclusive csos england wale government intends street cost â£m already power hand fine wide range offence serious organised crime police bill proposes extra power search suspect enforce licensing offence direct traffic deter begging,politics
"Sport betting rules in spotlight

A group of MPs and peers has called for a tightening of regulations controlling betting on sport.

The Parliamentary Group on Betting and Gaming held a substantial inquiry into betting last year. It followed fears that a massive increase in betting on sport, such as that done using the internet and mobile phones, has led to more cheating. The all-party group recommended 15 ways to protect punters and improve the integrity of sports betting. They include a proposal for raising the maximum jail sentence for gambling cheats above the current two years. Lord Condon, head of the International Cricket Council's anti-corruption unit, who originally made the call for longer prison sentences, said the two-year penalty was ""derisory"". ""You could get a bigger sentence for failing to pay your hotel bill criminally than you could for corruption in major sports. ""Symbolically, a higher penalty, perhaps as the Bill passes through the two Houses, might be appropriate.""

The report recommended the governing bodies of sports have a say in the type of bets offered to punters, and for bookmakers to set up ""audit trails"" - something the new betting exchanges already do - to allow suspicious betting patterns to be traced.

Lord Faulkner of Worcester, who chaired the inquiry, said: ""Whilst we accept that the greater part of sports betting is neither corrupt nor unfair to punters, the evidence convinces us that the growth of betting exchanges - because of the facility they provide to bet against a result - has increased the potential for corruption. ""It is important that the government works with sporting administrators to review the difficulties faced by governing bodies in convicting the guilty and penalising them appropriately."" The panel's aim was to try to define what constitutes cheating, assess how much might be going on and suggest what the government might do to put it right. As well as the growth of internet and mobile phone betting, there has been the creation of betting exchanges which allow punters to fix odds between themselves. Betting exchanges allow punters to back (to win) but also lay (to lose) a horse. This means they can control their odds at winning by placing their money both ways.
",sport betting rule spotlight group mp peer called tightening regulation controlling betting sport parliamentary group betting gaming held substantial inquiry betting last year followed fear massive increase betting sport done using internet mobile phone led cheating allparty group recommended way protect punter improve integrity sport betting include proposal raising maximum jail sentence gambling cheat current two year lord condon head international cricket council anticorruption unit originally made call longer prison sentence said twoyear penalty derisory could get bigger sentence failing pay hotel bill criminally could corruption major sport symbolically higher penalty perhaps bill pass two house might appropriate report recommended governing body sport say type bet offered punter bookmaker set audit trail something new betting exchange already allow suspicious betting pattern traced lord faulkner worcester chaired inquiry said whilst accept greater part sport betting neither corrupt unfair punter evidence convinces u growth betting exchange facility provide bet result increased potential corruption important government work sporting administrator review difficulty faced governing body convicting guilty penalising appropriately panel aim try define constitutes cheating assess much might going suggest government might put right well growth internet mobile phone betting creation betting exchange allow punter fix odds betting exchange allow punter back win also lay lose horse mean control odds winning placing money way,politics
"Councils prepare to set tax rises

Council tax in Scotland is set to rise by an average of about 4% in the coming year, BBC Scotland has learned.

Authorities will decide final figures on Thursday when projected increases will be more than twice the rate of inflation, which is currently 1.6%. The finance minister has urged councils to limit increases but they have warned that they will struggle to maintain services unless funding is increased. They say much additional government money is for new initiatives. Scottish Finance Minister, Tom McCabe MSP, said: ""Last week in parliament I announced an additional Â£419m for core expenditure to local government in Scotland. ""That's a 5.5% increase and sits against an inflation rate of 1.6%, so I think we have quite rightly said to councils this year that we would at the very least ask them to exercise restraint."" Mr McCabe is also looking for local authorities to become more efficient and save money in coming years. He told BBC Radio Scotland's Sunday Live programme: ""Here in Scotland we have 32 councils who all have their own individual collection systems for council tax, they have their own payroll systems and their own human resource systems.

""We think there has to be opportunities there for rationalisation and using the money saved to reinvest in frontline services."" The councils' umbrella organisation Cosla, which provided BBC Scotland with the indicative figures for next year, warned that councils would face a continuous struggle to maintain services. Mr McCabe has promised them about Â£8.1bn next year. ""However, most of the increase is targeted to new initiatives and councils will experience difficulties in maintaining core services,"" a Cosla spokesman said. Cosla says that it is willing to work with the executive on finding efficiency savings but that these will not be enough to maintain services. They say the funding plans for the next three years will see councils lose more of the share of public spending. The Conservatives accuse the Scottish Executive of using the council tax to raise funds because it is too afraid to raise income tax.

The Tory finance spokesman, Brian Monteith MSP, said: ""Its a form of disguise... yet again we see that council tax is being used as a way of passing on costs. ""Scared of actually using its three pence income tax that it could put up, what we've seen over the years is more and more burdens being put onto local authorities and the council tax payer having to pick up the bill."" There are also warnings that unless funding to councils is increased in the next few years then services may have to be reduced. Linda Knox, Director of the Scottish Local Authority Management Centre at Strathclyde University, said: ""With this current settlement the increase is slowing. At the same time, the burdens on councils are greater than they were. ""The settlement figures don't include pay increases and the executive is also requiring a substantial figure - in the area of Â£325m - in efficiency savings across the settlement period."" Education will be protected from any cuts but Linda Knox says this will mean other services will suffer. She said: ""In practice, that will mean a 4-5% cut for other services. On the face of it the settlement looks like an increase of about 9.7% but by the time you take into account other factors its probably only about 1% in real terms.""
",council prepare set tax rise council tax scotland set rise average coming year bbc scotland learned authority decide final figure thursday projected increase twice rate inflation currently finance minister urged council limit increase warned struggle maintain service unless funding increased say much additional government money new initiative scottish finance minister tom mccabe msp said last week parliament announced additional â£m core expenditure local government scotland thats increase sits inflation rate think quite rightly said council year would least ask exercise restraint mr mccabe also looking local authority become efficient save money coming year told bbc radio scotland sunday live programme scotland council individual collection system council tax payroll system human resource system think opportunity rationalisation using money saved reinvest frontline service council umbrella organisation cosla provided bbc scotland indicative figure next year warned council would face continuous struggle maintain service mr mccabe promised â£bn next year however increase targeted new initiative council experience difficulty maintaining core service cosla spokesman said cosla say willing work executive finding efficiency saving enough maintain service say funding plan next three year see council lose share public spending conservative accuse scottish executive using council tax raise fund afraid raise income tax tory finance spokesman brian monteith msp said form disguise yet see council tax used way passing cost scared actually using three penny income tax could put weve seen year burden put onto local authority council tax payer pick bill also warning unless funding council increased next year service may reduced linda knox director scottish local authority management centre strathclyde university said current settlement increase slowing time burden council greater settlement figure dont include pay increase executive also requiring substantial figure area â£m efficiency saving across settlement period education protected cut linda knox say mean service suffer said practice mean cut service face settlement look like increase time take account factor probably real term,politics
